index,input,type,A,B,C,D,E,F,summary,A_c,B_c,C_c,D_c,E_c,F_c,sentiment_gpt
2177,"生成AIが好きな作家さんに対して筆を折られそうになっている。
生成AIが規制もしくは免許制にして欲しい。",要望,生成AIが好きな作家,筆を折られそう,NA,NA,生成AI,規制もしくは免許制にして欲しい,生成AIが好きな作家が筆を折られそうだから、生成AIに対して規制もしくは免許制にして欲しい。,2107,4767,2960,2960,0,92,0.1
2178,"AI学習が知的・精神的欲求を満たさないという言い分が通らない。
政府がAI学習に規制をかけるか免許制にしてクリエイターたちの権利や収入を守れる法案を出してほしい。",要望,AI学習が知的・精神的欲求を満たさない,言い分が通らない,NA,NA,政府,AI学習に規制をかけるか免許制にしてクリエイターたちの権利や収入を守れる法案を出してほしい,AI学習が知的・精神的欲求を満たさないという言い分が通らないから、政府に対してAI学習に規制をかけるか免許制にしてクリエイターたちの権利や収入を守れる法案を出してほしい。,2593,2817,2960,2960,2383,1003,0.2
2179,"生成AIが声優とイラストレーターに対して傷ついている状況を引き起こしている。
声優とイラストレーターのアイデンティティが犯されてはいけない。",規範的主張,生成AIが声優とイラストレーターに,傷ついている,声優とイラストレーターのアイデンティティ,犯されてはいけない,NA,NA,生成AIが声優とイラストレーターに傷ついているから、声優とイラストレーターのアイデンティティが犯されてはいけない。,1654,384,2889,2457,2960,2960,0.1
2180,"AIによる無断利用とトレースによるデザイン悪用がイラスト業界に対して衰退と混乱を引き起こしている。
法整備がきちんと整うべきである。",規範的主張,AIによる無断利用,イラスト業界に衰退と混乱,法整備,きちんと整うべき,NA,NA,AIによる無断利用はイラスト業界に衰退と混乱を引き起こしているから法整備がきちんと整うべきである。,13,1630,329,1068,2960,2960,0.2
2181,"生成AIが二次創作に対して安易に収益化出来てしまう状況を引き起こしている。
罰則が作るべきである。",規範的主張,生成AIが二次創作に対して,安易に収益化出来てしまう状況,罰則,作るべき,NA,NA,生成AIが二次創作に対して安易に収益化出来てしまう状況だから罰則を作るべきである。,0,2200,4758,3505,2960,2960,0.2
2183,"現状のAIイラスト生成技術が学習元の著作権を侵害する危険性が十分にある。
法的判断を行う者がAI生成物の法的判断は慎重に行っていただきたい。",要望,AIイラスト生成技術,著作権侵害の危険性,NA,NA,法的判断を行う者,AI生成物の法的判断を慎重に,AIイラスト生成技術が著作権侵害の危険性があるから、法的判断を行う者に対してAI生成物の法的判断を慎重にして欲しい。,85,15,2960,2960,1766,1417,0.3
2184,"AI生成が著作物・人物や生物の写真・声・音楽に対して無断で機械学習に利用されている。
AI生成が強く規制すべきである。",規範的主張,AI生成,著作物利用,規制,強化,NA,NA,AI生成が著作物利用であるから、規制を強化すべきである。,0,255,52,1898,2960,2960,0.1
2188,"生成AIが著作権侵害・人権侵害・自殺幇助に対して国が認めているように感じる。
生成AIの使用が規制と厳しい免許制であるべきである。",規範的主張,生成AIが著作権侵害,国が認めている,使用が規制,厳しい免許制,NA,NA,生成AIが著作権侵害に対して国が認めているように感じるから、使用が規制と厳しい免許制であるべきである。,0,3798,3268,2516,2960,2960,0.1
2189,"生成AIが創作者の作品に対してオリジナルであるか否か分からない状況を引き起こしている。
運用検討者が多くの創作者の声を聞いて運用に関する検討を行ってほしい。",要望,生成AIが創作者の作品に対して,オリジナルであるか否か分からない状況,NA,NA,運用検討者,多くの創作者の声を聞いて運用に関する検討を行って欲しい,生成AIが創作者の作品に対してオリジナルであるか否か分からない状況だから、運用検討者に対して多くの創作者の声を聞いて運用に関する検討を行って欲しい。,0,3384,2960,2960,518,4437,0.2
2190,"生成AIが学習データの切り貼りに対して海賊版サイトをデータの学習素材として使われた訴訟を引き起こしている。
生成AIの枠組みおよび利用者への開示が必要である。",規範的主張,生成AIが学習データの切り貼り,海賊版サイトをデータの学習素材として使われた訴訟を引き起こしている,生成AIの枠組みおよび利用者への開示,必要,NA,NA,生成AIが学習データの切り貼りに対して海賊版サイトをデータの学習素材として使われた訴訟を引き起こしているから、生成AIの枠組みおよび利用者への開示が必要である。,41,4884,1921,39,2960,2960,0.1
2191,"生成AIのプログラムを作った人達が絵に対して大量に集めて商品として勝手に販売している。
生成AIのプログラムを作った人達がお金を払うべきである。",規範的主張,生成AIのプログラムを作った人達,絵に対して大量に集めて商品として勝手に販売している,生成AIのプログラムを作った人達,お金を払うべき,NA,NA,生成AIのプログラムを作った人達が絵に対して大量に集めて商品として勝手に販売しているから、お金を払うべきである。,1831,3251,1831,3335,2960,2960,0.1
2192,"AIがクリエイターに対して苦しくなってしまう状況を引き起こしている。
クリエイターがAIに対して勝手に絵を使わないで欲しい。",要望,AIがクリエイターに,苦しくなってしまう,NA,NA,クリエイター,AIに対して勝手に絵を使わないで欲しい,AIがクリエイターに苦しくなってしまうから、クリエイターはAIに対して勝手に絵を使わないで欲しい。,0,3693,2960,2960,4061,3220,0.1
